time,data,ambient,sensor
3004081.0,24.625,23.0,tc1
3004131.0,24.625,23.0,tc1
3004181.0,24.625,23.0,tc1
3004231.0,24.625,23.0,tc1
3004281.0,24.625,23.0,tc1
3004331.0,24.5625,23.0,tc1
3004381.0,24.5625,23.0,tc1
3004431.0,24.5625,23.0,tc1
3004481.0,24.5625,23.0,tc1
3004531.0,24.5625,23.0,tc1
3004581.0,24.625,22.9375,tc1
3004631.0,24.625,22.9375,tc1
3004681.0,24.625,22.9375,tc1
3004731.0,24.625,22.9375,tc1
3004781.0,24.625,22.9375,tc1
3004831.0,24.625,22.9375,tc1
3004881.0,24.625,22.9375,tc1
3004932.0,24.625,22.9375,tc1
3004981.0,24.5625,22.9375,tc1
3005031.0,24.5625,22.9375,tc1
3005081.0,24.5625,22.9375,tc1
3005131.0,24.5625,22.9375,tc1
3005181.0,24.5625,22.9375,tc1
3005231.0,24.5625,22.9375,tc1
3005281.0,24.5625,22.9375,tc1
3005331.0,24.5625,22.9375,tc1
3005381.0,24.5625,22.9375,tc1
3005431.0,24.5625,22.9375,tc1
3005481.0,24.5625,22.9375,tc1
3005531.0,24.5625,22.9375,tc1
3005581.0,24.5625,23.0,tc1
3005631.0,24.625,23.0,tc1
3005681.0,24.625,23.0,tc1
3005731.0,24.625,23.0,tc1
3005781.0,24.625,23.0,tc1
3005831.0,24.625,23.0,tc1
3005881.0,24.625,23.0,tc1
3005931.0,24.625,23.0,tc1
3005981.0,24.625,23.0,tc1
3006031.0,24.625,23.0,tc1
3006081.0,24.625,22.9375,tc1
3006131.0,24.625,22.9375,tc1
3006181.0,24.625,22.9375,tc1
3006231.0,24.625,22.9375,tc1
3006281.0,24.5625,22.9375,tc1
3006332.0,24.5625,22.9375,tc1
3006382.0,24.5625,22.9375,tc1
3006432.0,23.8125,22.9375,tc1
3006482.0,24.5625,22.9375,tc1
3006532.0,24.5625,22.9375,tc1
3006582.0,24.5625,23.0,tc1
3006632.0,24.5625,23.0,tc1
3006682.0,24.5625,23.0,tc1
3006732.0,24.625,23.0,tc1
3006782.0,24.625,23.0,tc1
3006832.0,23.875,23.0,tc1
3006882.0,23.875,23.0,tc1
3006932.0,23.875,23.0,tc1
3006982.0,23.875,23.0,tc1
3007032.0,23.875,23.0,tc1
3007082.0,23.875,23.0,tc1
3007132.0,23.8125,23.0,tc1
3007183.0,23.8125,23.0,tc1
3007232.0,23.8125,23.0,tc1
3007282.0,23.8125,23.0,tc1
3007332.0,23.8125,23.0,tc1
3007382.0,24.5625,23.0,tc1
3007432.0,24.5625,23.0,tc1
3007482.0,24.5625,23.0,tc1
3007532.0,24.5625,23.0,tc1
3007582.0,24.625,22.9375,tc1
3007632.0,24.625,22.9375,tc1
3007682.0,24.625,22.9375,tc1
