time,data,ambient,sensor
106808.0,19.625,14.125,tc1
106858.0,19.625,14.125,tc1
106908.0,19.625,14.125,tc1
106958.0,19.625,14.125,tc1
107008.0,19.625,14.125,tc1
107058.0,19.625,14.125,tc1
107109.0,19.625,14.125,tc1
107158.0,19.625,14.125,tc1
107208.0,19.625,14.125,tc1
107259.0,19.625,14.125,tc1
107309.0,19.625,14.125,tc1
107359.0,19.625,14.125,tc1
107409.0,19.625,14.125,tc1
107459.0,19.625,14.125,tc1
107509.0,19.625,14.125,tc1
107559.0,19.625,14.125,tc1
107609.0,19.625,14.125,tc1
107659.0,19.625,14.125,tc1
107709.0,19.625,14.125,tc1
107759.0,19.625,14.125,tc1
107809.0,19.625,14.125,tc1
107859.0,19.625,14.125,tc1
107909.0,19.625,14.125,tc1
107959.0,19.625,14.125,tc1
108009.0,19.625,14.125,tc1
108059.0,19.625,14.125,tc1
108109.0,19.625,14.125,tc1
108159.0,19.625,14.125,tc1
108209.0,19.625,14.125,tc1
108259.0,19.625,14.125,tc1
108309.0,19.625,14.125,tc1
108359.0,19.625,14.125,tc1
108409.0,19.625,14.125,tc1
108459.0,19.625,14.125,tc1
108509.0,19.625,14.125,tc1
108559.0,19.625,14.125,tc1
108609.0,19.625,14.125,tc1
108659.0,19.625,14.125,tc1
108709.0,19.625,14.125,tc1
108759.0,19.625,14.125,tc1
108809.0,19.625,14.125,tc1
108859.0,19.625,14.125,tc1
108909.0,19.625,14.125,tc1
108959.0,19.625,14.125,tc1
109009.0,19.625,14.125,tc1
109059.0,19.625,14.125,tc1
109109.0,19.625,14.125,tc1
109159.0,19.625,14.125,tc1
109209.0,19.625,14.125,tc1
109261.0,19.625,14.125,tc1
109311.0,19.625,14.0625,tc1
109361.0,19.625,14.0625,tc1
109411.0,19.625,14.0625,tc1
109460.0,19.625,14.0625,tc1
109511.0,19.625,14.0625,tc1
109561.0,19.625,14.0625,tc1
109611.0,19.625,14.0625,tc1
109660.0,19.625,14.0625,tc1
109711.0,19.625,14.0625,tc1
109760.0,19.625,14.0625,tc1
109811.0,19.5625,14.125,tc1
109860.0,19.5625,14.125,tc1
109911.0,19.5625,14.125,tc1
109961.0,19.5625,14.125,tc1
110011.0,19.625,14.125,tc1
110061.0,19.625,14.125,tc1
110111.0,19.625,14.125,tc1
110161.0,19.625,14.125,tc1
110211.0,19.625,14.125,tc1
110261.0,19.625,14.125,tc1
110311.0,19.625,14.125,tc1
110361.0,19.625,14.125,tc1
110411.0,19.625,14.125,tc1
110461.0,19.625,14.125,tc1
110511.0,19.625,14.125,tc1
110561.0,19.625,14.125,tc1
110611.0,19.625,14.125,tc1
110661.0,19.625,14.125,tc1
110711.0,19.625,14.125,tc1
110761.0,19.625,14.125,tc1
110811.0,19.625,14.125,tc1
110861.0,19.5625,14.125,tc1
110911.0,19.5625,14.125,tc1
110961.0,19.5625,14.125,tc1
111011.0,19.5625,14.125,tc1
111061.0,19.5625,14.125,tc1
111111.0,19.625,14.125,tc1
111161.0,19.625,14.125,tc1
111211.0,19.625,14.125,tc1
111261.0,19.625,14.125,tc1
111311.0,19.625,14.125,tc1
111361.0,19.625,14.125,tc1
111411.0,19.625,14.125,tc1
111461.0,19.625,14.125,tc1
111512.0,19.625,14.125,tc1
111561.0,19.625,14.125,tc1
111611.0,19.625,14.125,tc1
111661.0,19.625,14.125,tc1
111711.0,19.625,14.125,tc1
111761.0,19.625,14.125,tc1
111811.0,19.625,14.125,tc1
111861.0,19.625,14.125,tc1
111911.0,19.625,14.125,tc1
111961.0,19.625,14.125,tc1
112011.0,19.625,14.125,tc1
112061.0,19.625,14.125,tc1
112111.0,19.625,14.125,tc1
112161.0,19.625,14.125,tc1
112211.0,19.625,14.125,tc1
112261.0,19.625,14.125,tc1
112311.0,19.625,14.0625,tc1
112361.0,19.625,14.0625,tc1
112411.0,19.6875,14.0625,tc1
112461.0,19.6875,14.0625,tc1
112511.0,19.6875,14.0625,tc1
112561.0,19.6875,14.0625,tc1
112611.0,18.8125,14.0625,tc1
112661.0,19.5625,14.0625,tc1
112711.0,18.8125,14.0625,tc1
112761.0,18.8125,14.0625,tc1
112811.0,18.8125,14.125,tc1
112861.0,18.875,14.125,tc1
112911.0,18.875,14.125,tc1
112961.0,18.875,14.125,tc1
113011.0,18.875,14.125,tc1
113061.0,18.875,14.125,tc1
113111.0,18.875,14.125,tc1
113161.0,18.875,14.125,tc1
113211.0,18.875,14.125,tc1
113262.0,18.875,14.125,tc1
113312.0,18.875,14.125,tc1
113362.0,18.875,14.125,tc1
113412.0,18.875,14.125,tc1
113463.0,18.875,14.125,tc1
113512.0,18.875,14.125,tc1
113562.0,19.625,14.125,tc1
113612.0,18.875,14.125,tc1
113663.0,19.625,14.125,tc1
113712.0,18.875,14.125,tc1
113762.0,19.625,14.125,tc1
113812.0,18.875,14.125,tc1
113862.0,19.625,14.125,tc1
113912.0,18.875,14.125,tc1
113962.0,18.875,14.125,tc1
114012.0,18.875,14.125,tc1
114062.0,18.875,14.125,tc1
114112.0,18.875,14.125,tc1
114162.0,18.875,14.125,tc1
114212.0,18.875,14.125,tc1
114262.0,18.875,14.125,tc1
114312.0,18.875,14.125,tc1
114362.0,18.875,14.125,tc1
114412.0,18.875,14.125,tc1
114462.0,18.875,14.125,tc1
114512.0,18.875,14.125,tc1
114562.0,18.875,14.125,tc1
114612.0,18.875,14.125,tc1
114662.0,18.875,14.125,tc1
114712.0,18.875,14.125,tc1
114762.0,18.875,14.125,tc1
114812.0,18.875,14.125,tc1
114862.0,18.875,14.125,tc1
114912.0,18.875,14.125,tc1
114962.0,18.875,14.125,tc1
115012.0,18.9375,14.125,tc1
115063.0,18.9375,14.125,tc1
115112.0,18.9375,14.125,tc1
115162.0,18.9375,14.125,tc1
115212.0,18.875,14.125,tc1
115263.0,18.875,14.125,tc1
115313.0,18.875,14.1875,tc1
115363.0,18.875,14.1875,tc1
115413.0,18.875,14.1875,tc1
115463.0,18.875,14.1875,tc1
115513.0,18.875,14.1875,tc1
115563.0,18.875,14.1875,tc1
115613.0,18.9375,14.1875,tc1
115663.0,18.9375,14.1875,tc1
115713.0,18.9375,14.1875,tc1
115763.0,18.9375,14.1875,tc1
115814.0,18.9375,14.1875,tc1
115863.0,18.875,14.1875,tc1
115913.0,18.875,14.1875,tc1
115963.0,18.875,14.1875,tc1
116013.0,18.875,14.1875,tc1
116063.0,18.875,14.1875,tc1
116113.0,18.875,14.1875,tc1
116163.0,18.875,14.1875,tc1
116213.0,18.875,14.1875,tc1
116263.0,18.9375,14.1875,tc1
116313.0,18.9375,14.125,tc1
116363.0,18.9375,14.125,tc1
116413.0,18.9375,14.125,tc1
116463.0,18.875,14.125,tc1
116513.0,18.875,14.125,tc1
116563.0,18.875,14.125,tc1
116613.0,18.875,14.125,tc1
116663.0,18.875,14.125,tc1
116713.0,18.875,14.125,tc1
116763.0,18.875,14.125,tc1
116813.0,18.875,14.1875,tc1
116863.0,18.875,14.1875,tc1
116913.0,18.875,14.1875,tc1
116963.0,18.875,14.1875,tc1
117013.0,18.875,14.1875,tc1
117063.0,18.875,14.1875,tc1
117113.0,18.875,14.1875,tc1
